record_id,country_of_origin,destination_country,origin_iso3,destination_iso3,year_of_migration,application_date,arrival_date,age,gender,marital_status,field_of_study,subfield,degree_level,prior_education_country,institution_type,institution_name,scholarship_type,scholarship_amount_usd,tuition_usd,living_cost_usd_monthly,funding_source,part_time_work_allowed,hours_worked_per_week,visa_type,visa_status,visa_expiry_date,language_test,language_score,gpa_4_scale,admission_decision,enrollment_status,duration_months,housing_type,on_campus_housing,dependents_count,nationality_status,region_origin,region_destination,application_channel,agent_name,travel_route,flight_cost_usd,covid_vaccination_status,health_insurance_provider,bank_balance_at_enrollment_usd,remittance_sent_usd,part_time_job_sector,student_id_external,notes
2152,CoLOmBIa,Australia,COL,AUS,2006,16-12-2005,2006-08,23,non-bINARy,DivorCed,mATHEmaTics,Curriculum Studies,MastER ,inDiA,rESeArCh,Northern Medical School,None,0,"8,137 USD","1,147",ScHOLArSHiP,Yes,6,  Research~  ,approVED🙂 ,0210-11-03,ToEFl,95,2.64,offER,oN lEavE,22,shared ApArtMenT,yes,0,Single, amERiCaS,Oceania^ ,Walk-in,,col-aUS,"€1,581",  UNVacCINATEd ,None,49279," 2,570 USD ",RetaIL,s128065/2022@,  VIsA IntErView sCHEDUled#  
2153,Thailand^,South Korea$ ,THA,KOR,2006,Dec-05,0206/06/18,20,Female,MaRrieD,eNGinEerInG,  GRapHic dESIgn  ,mAsTER,SOUTH afrICA,resEarcH,cENTrAL arTS ACADeMy,Government,14506,"USD11,111.00","USD 2,182",mIXED,yes,5,Training$,On Hold,21-10-2009,TOEFL,96,2.79, oFFeR  ,No-shoW,59,oN-cAmpus,Yes,1,aYSLuM SEekeR,asIA,asiA,waLk-iN,,  THA-DXB-HKG-SOU ,,unknoWn^,Bupa…,"75,666 USD","2,032.00*",Healthcare*,s670777!,visa intevriew scheduled
2154,Argentina,QaTAR,ARG,  Qat  ,2022,06-21-2021,2021-08,25,nOn-bInary,Single,BuSINeSS,Social Theory,Postdoc,Turkey,Community, sTaTE ReSEarCH unIvErsItY,NoNe, $0 ,"41,067.00","USD2,390.00",loAn,FALSE,2,Exchange,pEnDinG,20240-4-09 ,Pte,62,3.29,CoNDItIonAL OffEr,Graduated*,58,On-campus,1,1,siNGle,Americas,aSIa,emaIL,CamupsWorld@,ARG-amS-qAt,"1,867.00",fuLLY vaCcinAtEd,Allianz,37499,"2,721",FOoD SErViCe,s565186,  visa interview scheduled%  
2155,Ghana,Singaopre,GHA  ,SGP,2012, 12/2011  ,03/05/2012$,26,Other, Marreid  ,Law$,GEneTIcS,master,pOLAnD,Technical*,National University,None,0 USD,33187,$690,OLan,FALSE,2,Resaerch,ApprOVED,24-09-2016,PTE  ,55,3.26,OFFRej,No-Show,39,HomEstaY,0,1, StATELEsS  ,aFrICA@,  ASia,ONLIEn POrTaL,—,GHA-IST-DXB-SIN,"1,043",Partially Vaccinated,AXA,,13956%,  Tutoring ,s515869!,late submission^
RID-2156,  Myanamr🙂  ,Netherlands,MMR, NLD ,2012,"Ju l23, 2012",  2012/1/203 ,17,FEMaLe,Married,enVIroNMENtAl sCiENcE,Networks,Master,chiAN,Research,City Polytechnic,None,0.00🙂,"50,284","43,060 USD",miXed,F,22,tRAininG,pesniDNg,19-Jan-15,PTE*,60,3.31,Reject,NO-ShoW,60,Shared Apartment,FALSE,0,ASyluM seEkER,Asia%,EUrOpE,AgeNt,CampusWorld Agency,MYA-LHR-IST-NET,"2,439.00",Unvaccinated,AeTnA,"7,050 INR"," 8,228 INR ",foOd servicE,1S46739,gap year explained
RID-2157,SOUTh kOreA,Hong Kong,KOR,HKG,2006,10-16-2005, 08/2006,28,nON-BinARy,MaRrIed,LAW,MecHaNICal,Master ,Morocco,TeChniCAl,National University,University,"1,561"," USD33,091.00 ","1,449 USD",SpoNSor,FALSE,14,excHaNGe,expired,11-07-2009,Duolingo,105,2.9,Waitlist, DeFerrEd ,50,Off-campus,0,0,Asylum Seeker,AsiA,  kasai*  ,AGeNt,  GoAbroad LLC,SOU-AMS-HON," $1,322 ",Fully Vaccinated,Aenta,"£28,857","3,455",TUTOrING,S460779-2023^,needs transcript eval
2158,Egypt#,Germany ,EGY,DEu,2010,  04/02/2010,May-10,28,OTHer,  wDioWEkd  ,Sociology,MecHaNiCAl,  mASTer ,Ethiopia,CoMMuNITy,GlObAL TecH UnIvERSITY,goverNMeNT,"19,244 INR"," $53,391.00% "," $2,418 ",Loan, ,1,Training,APPRoVEd,03-08-2011,PTE,46,2.93,Offer,gradUATeD,24,Shared Apartment~  ,Y,2, Single ,Africa,eurOpe,Online Portal,null,  EGY-AMS-CDG-GER ,568 USD, Fully Vaccinated  ,AllIAnZ,"USD70,861.00","USD1,237.00",FoOd sErVIcE,S566967_2022,medical insurance pending#
2159,Poland,Netherladns,OPl,  nlD,2019,null,2019-02,30,mAle,Single,dAtA sCIENcE,Organic Chemistry,BacheLoR,  BRazIl, Public , Global Tech University ,None,$0," 16,630 INR ",NA,SPonsor,T,1,STudeNt,Approved,08-12-2020,IELST,8.1,3.96,Offer, Deferred ,42,Private Dorm ,N,1,sinGle,  EUROPE ,Europe,Online Portal,, POL-NET ,€708,Fully Vaccinated, LOcaL PLAn ,"USD 64,390",269,HeALThCarE%,S452194  ,vsia interview scheduled 
2160,Peru  ,Qatar,EPR,QAT,2015,12-08-2014 00:00,Jul-15,20,NON-bINARY,Single,  Medicine ,MaRKeTiNg,Master,fraNCE,  Public,City Polytechnic,  Private ,"$13,950.00",28834,"USD1,173.00", selF-fUnDEd  ,,16,Training,Approved,Jul-16, IElTS,7.3,3.03,Waitlist,DefeRREd,20,hoMEstaY,FALSE,2,asyLum SeEker,  AMeRicAS ,asia,Agent,GobAroad Ltd.,PER-QAT,708 USD, uNKnoWN,None,44562,"8,122.00", iT sUPPorT,S138426/2025,vISA INTerViEwS ChEdULEd
2161,Spain,Malaysia,ESP,  MYS ,2013,05-01-2013,,34,nOn-biNArY ,DivOrCeD,Business,Mechanical,Bachelor,moNgOlia,Private,International Institute of Science,goVERNMeNT,"1,812 USD@","€29,829","$1,576.00",  Loan  ,1,9, Training ,ON HOLD,12-06-2016,IelTS,5.2,4,REJCEet,WitHdrAwN,12,ShARed ApArTMENT,N,2,rEfUgee,Europe,Asia,aGnET,  StudByridge Co.   ,SPA-HKG-MAL, €246 ,unkNOWN,AXA,"£49,421","USD 14,790",  lOgisTIcS,S654369_2024??,gap yEar exPLaiNEd foLlOWup
2162,Bangladesh,uNITeD StAtes$,BGD ,USA ,2011, 2010-09-27 ,08-Dec-10,21,FEMaLe,Widowed,Physics,  MecHAnIcaL ,PhD,Pakistan,rEsEARch,Global Tech University,NonE,$0,"57,985 USD","2,350",MiXED$,yes,9,StUDENt,Under Review,Mar-14,iElTS$ ,5.4,3.33,rejEct,ON LEAVe,39,on-camPUS,F,2,Single,asIa,  AMEriCaS  ,Walk-in…,,BAN-AMS-UNI,"$1,506",UnKnOwN,  Allianz@,"31,881.00","14,106#",LOGISTICs ,  S990034-2021,  nEEdS TraNScrIpT EvAl  
2163,afghANISTan~,CzEch repuBLIC,fAg,CZE🙂,2012,2012-07,12-Jul-13,24,FeMaLE,Single,Computer Science,Genetics,Master,  PoLaND, Public~,intERNATionAL iNStITUtE oF sCiENcE  ,OnNE,0,"USD44,859.00","2,035.00",Sponsor, ,3,Student,pEndiNg,09/2017*,PtE,51,2.84,Conditional Offer, WitHdRAWn,46,Private Dorm~,T,0,StATeLeSS,asIA🙂,EurOPe,  Email ,,AFG-AMS-NRT-CZE,"€29,625",FUlLyg vAccinATEd,Bupa  ,"$45,462.00",,Healthcare,s768523_2021,GAp YEAR ExPLAiNeD$
2164,Chile,United States,CHL,USA,2005,01-06-2004,17-03-2005,19,Male,MarRIeD,Philosophy,mARKEtING,Master, Turelky,  pRiVATE,mETRoPoLITAN colleGE,None!,$0??,"USD 26,228#","USD 49,500",Scholarship, ,11,Exchange, Approved  ,Nil,PTE,59,3.94,coNDiTOiNal oFfer,Withdrawn,24,privaTE DOrm,no,1,dual,aMERICAS,AMeRICaS!  ,Online Portal,, CHI-AmS-ist-UNI ,€478??,Fully Vaccinated,cIGNa,"49,346.00","$2,315",NnoE,S307272, medical inusrance pending*
2165,MeXICO,United States ,MEX,USA,2011,03-26-2011,  07/18/2011 00:00  ,17,Female,MARrIEd,Arts,Genetics,Bachelor, Vietnam??,Technical, Metropolitan College,None,0,"£28,206", $925 ,lOAN ,N,13,TRaiNiNG,Approved,"May 06, 2012",duoliNgo,114,3.6,Waitlist,dEferred,21,  pRiVate DORM,0,0,  Single,aMERicAs,amEriCAs,onLiNe proTAL,,MeX-fRA-Uni, ,FuLLY vaCciNATED  ,noNE,"$42,983","6,658 INR",Healthcare,S533141-2022,  fee waiver granted  
2166,Syria,ohCina,SYR$  ,CHN,2019,04-07-2018,17-Jun-19,22,Female,mArrIed,Psychology,intErNAtIONAl laW,pHd,Algeria,PUBLIC,MeTrOPOliTAN coLLEGE,NoNE🙂,USD 0," USD 21,196 "," USD1,917.00 ",SHkcOlArsHiP,No,190,Research,aPProVED,,pTe,71,2.87,coNDitIONaL OfFeR,Enrolled,10,Off-campus,FALSE,2,Dual,SaIa,sAia,WaLk-iN,na,SYR-FRA-CHI,628,PaRTIALly vACciNaTEd,Axa,"USD 55,000",968,FOoD sErViCE,S672336,  needs transcript eval  
2167,vEneZUeLA,Italy, VEN  ,ITA,2011,—, 07/12/2010 ,22,noN-BINarY ,Widowed,pHySics,Astrophysics,  Master  ,  Bangladesh ,  prIVatE*  ,International Institute of Science,PArtiAL,"11,427",44850,"€1,340",faMIly,yes,19,  Training  ,rejeCTed  ,30-12-2014,duoLIngO,103,2.61,rejECt,On Leave,54,OfF-CAmpuS,FALSE,0,  ASylUm SeEKER,  Aemricas,Europe,onliNE PoRTAL,,VEN-ITA,"2,492 USD",Unknown,AXA,13236,"$2,889",NoNE,s277754,needs transcript eval
RID-2168,GhanA,Sweden,GHA,SWE,2025,2024/12 00:00,  22/01/2025,22,nON-binary,Single,Physics🙂,Epidemiology,cERtIfiCatE ,hArgenitna, COmmUNITY,City Polytechnic,noNe,0,"53,797.00??","USD 2,086",Scholarship,No,24,  trAiNinG ,APpRovsDe,24-11-2027,IELtS,7.6,3.81,OfFEr%,dFEErred ,57,PRiVatE DoRM,yes,2,sTaTEless, AfRica  ,Europe$,AGent,PathwayPro Inc., ghA-icn-swE  ,$253.00,Unvaccinated  , bupA🙂  ,"10,747"," 9,158 USD ",Rteail,s795459/2025@,gap year explained
2169,South Korea,China~, KOR  ,  ChN ,2022,06-Aug-21,21-04-2022,29,Female,widoWed,Engineering,  MIcrOEcONOMics,baCHenlRo,gerMany,public,National University,prIVAtE ," $13,144.00 ","48,092.00","1,361",Self-funded,N,17,Research,pEnDing,"  Aug 23, 2025",DuOlinGO,124,3.3,oFfeR,Withdrawn,23,On-campus,0,2,DUaL,aSIa,Asia,Agent,Nil,SOU-AMS-NRT-CHI,2224,UNvAcCiNAtED ,AXA,"USD 3,659",,  LoGISTics,s379713/2023^,medical insurance pending
2170,Vietnam,Australia  ,VNM,AUS!,2014,"Jun 19, 2013", 2014-04-07,23,Other ,Widowed,Arhcitecture,Astrophysics,Mastre,PERU,Research,Global Tech University,unIveRsiTy,"USD16,613.00","€56,242","$2,221%",Scholarship,FALSE,6,Research,pendIng,18-01-2018,TOEFL,91,3.34,Waitlist,No-Show,56,ShaReD AparTmEnt,yes,1, Single… ,Asia,OcEaNIa, OnlinE poRtAL@,,  VIE-AMS-IST-AUS,"2,072.00",FUllY vaCCInATED🙂  ,NoNe,"€41,976","13,069.00", IT Support…,S211867,visA INTervieW ScHedulED
2171,Myanmar,Portugal ,MMR,PRT,2016,12-05-2016,16-08-2016,22,  fEmaLe  ,Divorced$,Education,MICROeconoMiCS,mAstER,Colombia,pUBLiC,Central Arts Academy,None$,$0.00,"USD 15,204","USD 1,860",Loan,Yes,21,studENT  ,Approved,12-01-2018,TOEFL,81,4,  COnDitiONAL OFFER , WIThdRAwn  ,54,  PRiVAtE dOrm ,No,0,ASYlUm sEeKer,Asia,EurOPe,  emaiL,,MYA-ICN-FRA-POR,na,Fully Vaccinated??,Allianz,"$51,213.00","3,814",Retail,S947582/2021#,visa interveiw scheduled
2172,Thailand,  Italy ,THA,ITA,2013,04-05-2012,21-Apr-13,28,Non-binary, maRRIED,Econmoics,Mechanicla,Bachelor,South Korea, RESEarCh,STat ERESeArcH UNIvecRsITY,None??, USD 0 ," $49,442 ","2,054.00",selF-fUNdEd,No,18,TrAInIng,AppoRVEd  ,2017-05 00:00, IELTS,7.9,3.07,Conditional Offer,eNrOlled^,17,On-campus,0,2,REfUGee??,ASIA@,eUOrPe,  Email ,UniPat hPvt Ltd,THA-ITA,697,Unknown,Allianz,"$46,459","$8,366.00",Food Service,S915480-2021,  needs transcript eval
RID-2173,uGANdA,Belgium,  GUA  ,BLE,2013,Jan-13, 12/06/2013?? ,32,FEMale$ ,wIDowed,Arts!,CliMATE ChangE,Master,Nepal??,Community  ,  Northern Medical School  ,NONE,$0.00,"50,896.00"," 1,515 USD ",Scholarship,no,10,tSudent,Approved,"Oct 22, 2017",  ieltS ,6.9,2.86,Conditional Offer  ,No-Show,25,HoMesTay,F,0, Daul$,AfRICa,Europe,WALK-iN,Nil,  UGA-DXB-FRA-BEL  ,809.00^,Unvaccinated,Allianz,"$76,179.00","USD 2,111#",HEaLThcARE ,S261135 ,IELTS re-tak eadvised
2174,Kenya,South Korea,KEN,KvRO,2020,09-10-2020 00:00,18-08-2021,27,fEmaLe, Single~ ,Biology,Astrophysics,Bachelor,Iran,PUBLIC,coASTaL UbSINeSs ssChOOl??,Government,"£14,923","18,188…",2134,Self-funded,T,5,jExChAgnE,ApProvED!,"Jun 11, 2022",Duolingo,93,3.55,rEJeCT🙂,Enrolled,13,oN-CaPMus,yes,1,Single,Africa,Asia,AGEnt,,KEN-FRA-SOU,"$1,368",unknOWN, lOCaL pLaN ,"USD 48,411","£3,280",TuToriNG,S979887_2024??,medical insurance pending
2175,Iraq,Japan,iRq,JPN@,,02-09-2011,"Mar 19, 2011  ",35,Other, DIvORcED  ,Eduaction,StAtistiCS,  Bachelor ,Cameroon,Public,State Research University, noNe  ,0,"41,519 INR",$761,  Sponsor ,N,18, Exchange#  ,Pending," Jan 08, 2014 ",IELST,6.9,3.63,REjcet,On Leave,55,Private Dorm,Yes,0,sINgLe,aSia,AsIA,agEnt,  bRiGhtFUtUrE pVt ltD ,IRA-ICN-JAP,943 INR,uNvAcCinATEd,aLLIaNZ,"27,092.00",$665,foOD sErviCe…,s127034,medical insurance pending  
2176,ZiMBABWe,Sweden ,ZWE,SWe,2009,2008-11,Jun-09,27,Other??,sinGLe,  Public Health ,ePiDEmiOlOGy,Bachelor,NIgeria,  ResEarCh ,National University,nONe,," £34,072 "," 2,459 USD ",Scholarship,1,7,Student,Approved,N/A,PTE,67,3.59,offEr,On Leave,23,On-campus,Yes,0,single ,Africa, Europe,WALK-in,,ZiM-SWE,"€2,392!",fully vaCcinAted,Local Plan!," USD 48,472 ","6,283 USD",Retail,S945221/2023,FEE WAIEVR GranTeD
2177,Lebanon,United Arab Emirates,lBN,ARE,2007,Aug-06,18-Mar-07,31,oTHEr,Widowed, aDta Science!  ,Socia lTheory,BAChEloR, ThailaNd ,Community!,Central Arts Academy,PrivatE," £12,222 ","USD 32,854🙂",€921,Family,F,8,eXchANge, Under Review ,29-10-2007,PtE,71,2.59,Conditional Offer,Deferred,10,ofF-cAmPUs,Y,0,Refugee,Asia,aSIA,wALk-In,,LEB-DBX-UNI,€406,UnqvaCcInAtDE,BUpa,15298,"9,613 USD",Logistics,s593068,medical insurance pending
2178,Indonesia,Poland ,IDn, POL ,2012,15-01-2012,Jan-13,26,Non-BiNaRy,Widowed,Public Health,Networks, BaChElor,nEplA,PUbLIc,Metropolitan College,pArtIaL,"USD 9,188","USD 28,561",540,scholarsHIp,Y,2,tRaiNinG,appRovED@,2015-04,  ieLTs ,5.2,3.97, OffeR  ,No-Show,53,Private Dorm,Y,0,SINglE, Asia  ,eUrOPE,Agent, EdUlINk co. ,IND-IST-NRT-POL,"2,310 INR",unKnown,Local Plan,"46,064 USD","€14,635",retaiL,S201942,vISA IntErViEW SCHEduLed!  
2179,Italy,China,ItA,CHN,2023,"Jul 01, 2023",03-06-2024,17,mlae,Divorced,Architecture  ,Statistics🙂,Bachelor,Malaysia,teChNicAl,Global Tech University,None,0,"£33,171",804,Self-funded,no,8,ReeSArchk, RejeCTEd,"Nov 02, 2025",ToEFL,120,3.29,coNdITiONAL ofFeR,WiTHDRAWn,30,pRivate dORM,Yes,2,dUAL,uErospe,AsIa,Onlnie Portral,—,Ita-HKg-AUH-chi,553 INR,UnVacciNaTed,Local Plan,"21,733","14,815 INR",IT Support,S435317,Docs verified.
2180,  BRzail ,  Spain  ,bra,ESP,2013,12-07-2012, 22-Mar-2013 ,33,fEMAle,Widowed,pUBLIC HeAltH, climatE CHange  ,maSter,brAZiL,Community…, GlOBAL tECH UnIversiTy,Univtersiyt," USD 24,456 ",41859,861,sPONSor,Y,25,Research%,Approved,06-07-2017,TOEFL,83,3.36,Wiatlist,  oN lEave ,11,piRvATe doRM,0,1,dUAL,AmericAS,Europe,Online Portal,—,bra-Doh-sPa,"$1,413.00",Fully Vaccinated,AXA,"36,986","$12,083",It Support,S873714,visa interview scheduled  
2181, Zimbabwe,Finland,ZWE,FIN,2015,14-09-2014,201-509,33,oTHer,Single,boIlOgyf,Marketing,Bachelor  , sPaIN  ,Public,State Research University,None,0,"52,973","$1,387.00",Family,No,4,  stUdEnt ,Pending,"Aug 03, 2017", PTE,54,3.54,Ofefr,Graduated,42,PriVatE DORM,N,1,RefugEe,africA,EUrOpE$, agenT  ,, ZIM-FIN,2083,  Unknown,AlLiAnz,"€21,454#","4,400 INR*",  Retail,S390546-2021,needs transcript eval
2182,  Chile??,Czech Republic,CHL,CzE,2017,19-10-2016,08-05-2017,23,OTHER,Married,pSYchologY,Networks,Bachelor  ,Germany,ReseArCH,Metropolitan College,noNE,£0,"USD25,613.00", USD 877 ,Sponsor,No,11,EXChangE,aPprOVeD,—,DUOlInGO,107,2.72,Reject#,NeO-soHW,22, ShAReD APaRtMEnT,N,0,reFUGeE ,Americas,eUROpe,AGEnT,na,CHI-FRA-CZE,"USD2,151.00",Fully Vaccinated,AXA,"32,065 USD"," USD 10,145~ ",  None,S372513,agent assisted 
2183,Indonesia,Spain,IDN,ESP,2005,"Feb 05, 2005","Jul 24, 2005",23,FEmALE,maRRIed ,Biolgoy,geneTicS🙂,Bachelor,Philippines,rESEaRCH,National University, None… ,0,"20,453.00","$2,329@",Self-funded,T,4,sTuDENT ,Approved, 20/Nov/2008  ,duOLInGo,111,2.8,Reject,Enrolled,7,Off-campus,FALSE,0,Asylum Seeker,Asia,  Europe  ,agEnT,SchOLarsHUB GrouP , IND-AMS-SPA  , 777 INR ,unKNoWN,Allianz,"€13,859","USD 2,436",HEaLtHCarE,s661978,Docs verified.
2184,BaNGLADesH,Canada  ,bGd,CAN ,2005,"Apr 01, 2005",Oct-05,17,  nOn-biNarY,Single,Computer Science  ,STatiStICs#,Phd,IrAN, pUBLiC…,norThERN medicAL sCHOOl,goVerNment$,"9,934 INR","USD 23,301",$486,Scholarship,Yes,8,  trAinING  ,aPPRVOqEd,18-06-2006,DUolINGO,102,3.84,Conditional Offer , No-Show ,7,  hOMEStAY,N,2,Asylum Seeker,Asia,aMERiCAs,email,CAMpUsWORld GROup,BAn-sIn-nrt-CaN~,"USD 2,275",UnKNOwN??,aetna,"13,878 USD","€2,905",Tutoring,s400324%,fee waiver granted
2185,Algeria,Poland,dza,POL,2017,05-01-2017, 2018-03@  ,68,OtHER, maRRiED, cHEmIstrY  ,financE,PHd,Nepal , RESeaRCh,cEntRAL ARTs acadEMy,None,USD0.00*,"$35,052.00","28,400",mIxEd,1,23,Student,APPrOVed,,DuOlInGo,88,2.95,RejEcT,Enrolled,15,HoMEstAY,F,1,uDtal,  aFrIcA,EUrOpe,Email,—,ALG-AMS-FRA-POL,366, UnvACcINateD ,AXA ,"€63,581",8370,lOGiStiCS,s887934,IeLTs Re-take ADVISeD
2186,POLAnd,Hong Kong,  POL,hKg,2017,  17/10/2016  , 04-Jul-2017,33,femAle,mArRIDE,PHysICs,Electrical,Diploma,India, COMmuNIty ,Northern Medical School,  None ,0,—,"$2,114.00",FamILy,Yes,14,REsearch,  appRoved,2108/0g5/11 00:00, TOefL ,65,1.73,wAItLISt,gRaDuatEd,15,hOMeSTAy,0,0,Asylum Seeker,EUropE,Asia,Online Portal  ,—,POL-SIN-RNT-HON, $766 ,Unvaccinated,  allIanz,"59,320 INR","12,129.00",TutoRiNg,S928842_2021, visa interview scheduled  
2187,Saudi Arabia,FrAnce,SAU,RFAq$,2006,2006-06," Dec 10, 2006 ",19,ohteR, mARIreeD, Nurisng,Social Theory^,MasTeR, JApan ,COmMuNiTY,cOAStal BuSiNess sChOOL,nokeN,0,"27,557 USD","USD2,429.00",LOAn,1,19,TRaInIng,apPrOvED,10-15-2007,ptE,69,3.62,Offer ,On Leave,45,Homestay??,,0,dUaL,Asia,  EURoPe# ,WaLk-in,,sau-DXB-sIN-fra,"$1,629",UNvacCinaTED~,  cIgna  ,"$20,587.00","4,297 USD",Food Service, s642904-2025  ,needs tarnscript esval
2188,Sri Lanka,Hungary,LKA,  HUN!,2022,11-03-2022,"Apr 11, 2022",22,Non-binary,SInGLe,eNViROnMentAl SCIeNCE,SOCiAL theORy,mAsTeR,xArgentian,cOmMunIty,iNterNAtIoNaL InstITuTE of sCIENCe,UNIVErsiTy,"$9,967.00","$12,772",£943,Sponsor#,N,11,ReSEaRch,Under Review,"Sep 21, 2026%",iELTs,6.4,2.91,coNdItIonAl offEr,EnroLLED,50,prIvATe dOrM…,1,0,aSyLuM SEkEzer,asia,Europe,Agent,STudYbriDGE,SRI-NRT-HUN,"$1,002",  UnknoNw%  , None  ,"£60,852","$14,571.00",Food Service^, S515017/2021~  ,dOc SverIFied.
2189,Myanamr*,hoNG kOnG,MMR,Khng,2020,26-05-2020,Aug-20,25,othER,Divorced,Physics,orGAniC ChEMIstrY,Bachelor,  SpAIn ,Private,City Polytechnic ,none,USD0.00,"8,274 INR", 542 INR ,Loan,,25,StUdeNt,  aPProved#  ,"Apr 03, 2023",ToEFl,90,3.77, rEjEct…  ,enrOLLed,13,  o-NcAMPUS,Yes,2,  StATelEsS,Asia,AsiA,Online Portal, ,mYa-frA-HoN,"€2,243",UNknoWN,aLliaNZ,NA,246 INR,tUtOrinG,s552447, late submission  
2190,bAnGladEsH@,United States,BGD,qSUA,2011, 05/10/2011  ,2012-04 00:00 ,35,Non-binary,Divorced,lAw,Mechanical,Bacehslor,Egypt,coMmUniTY,Coastal Business School,nONE,0,"14,499.00", 524 INR ,Sponsor…,No,18,Training,ApPrOveD,null,PTE,61,3.19,REjecT,oN leAVe,7,Off-campus,1,1,stATelESs ,AsiA,amERiCaS,AgenT,,cBANu-nI,"$1,110@",Fully Vaccinated,LOCaL plan," $61,854.00 ",£921,Nnfoe,S776434,MeDIcaL INSUrANce PenDiNG
2191,  France  ,Spain,  FRA ,ESP,NA, 16/12/2014  ,03-07-2015,30,NOn-BInAry,IWjDOWed,cOMpuTer sCIEnce…,Civil🙂,Master,kVeNezEulA,  CommUNIty ,Coastal Business School,priVAte,N/A,"£51,995","2,327.00",AFnmILy,FALSE,3,  STUdNET ,Approved, 23/11/2016 00:00 ,TOEFL,120,3.96,rjEECt,On Leave,39,PrIvaTe DORM,T,0,  Asylum Seeker ,eUrOpE,Europe,AGNEt,BrightFuture Inc.,FRA-HKG-SPA,USD 697…,Unvaccinated,Bupa,"£3,170","$8,206",food sERvICE,S346415-2021,visa interview scheduled
2192,Taiwan,Finland,TWN,FIN,,May-13, 12/2013,28,feMalE,Single,Psychology,  COgnItiVe pSyCHOLOGy,Bachelor,Ghana,puBlic%,City Polytechnic,uiNversIty🙂,17168,"€17,745","£1,296",SPOnSOr,1,4,eXchaNge,APPRovED,29-Jan-17, DUOLiNGO ,83,2.66,OffEr,enRoLLeD,50,homEStaY,N,2,stAtElESs,Asia%,UEROpE,Walk-iN ,,TAI-LHR-AMS-FIN,£215,Partially Vcacinated,LoCaL plaN,"USD61,552.00","13,973.00",None,S832048,gap year explained$
2193,Jordan,UInteD nstaTEs,  JOR,USA,2019,  2018-11,17-Jan-19,35, oTHEr  ,DIvoRCED,Business,Civil,  baCheLOr ,Cihle,  Research,  Central Art sAocademy  ,Private,"€28,297"," USD 31,668 ","$2,266",Scholarship,FALSE,17,Student,aPprovEd,  2022-02-09 00:00 ,TEOFL,111,2.78,Conditional Offer ,no-SHOW,27,oN-CampuS,F,1,Refugee,Asia,AMEriCAs, EmaiL ,CampusWorld Agency,JOR-ICN-HKG-UNI,"$1,054.00",FulLY vACcINAtEd,aLlIAnZ,"16,542.00","5,410",Food Service,s777495~, IELTS re-take advised 
2194,Irnpa,CHINa,IRN,Chn,2019,  2018-08 ,  01-Jul-2019,34,Female,Single,Architecture,Curriculum Studies,mASTEr,Egypt, Private  ,City Polytechinc,pARTiAL,"USD 24,603",33839,£691,Mixed,Y,1,Training,Approved,na,PTE@,64,3.5, Offer ,withdRaWN,48,Private Dorm,Y,0,Dual…,Asia,asia,WAKL-In,Nil, IRA-CDG-CHI??  ,281 INR,fUlly vacciNATed,alLiaNZ," 29,111 INR "," 12,146 INR ",Food Service,s643050_2022??,  MedicaL InSURANce penDiNg!  
2195, Morocco  ,SoUtH KoRea,MAR#,okR,2005,06-13-2004,Oct-04,19,female,dIvORcED, Arts,Social Theory,PhD,MALyASIA, Research,Coastal Business School,PaRTiaL,"€6,170","USD 50,161",USD 526, Self-funded ,TRUE,21,TrAinInG  , APProved ,31-05-2009,  Duolingo ,102,3.73,Reject,Enrolled,57,SHaReD aPaRtMEnt,No,2,  Stateless  ,Afriac  ,Asia🙂,GAent,,MOR-DOH-SOU,"2,287.00",Unvaccinated,nONe,"USD1,010.00","USD14,190.00",It SUPPoRT,S170871, needs transcript eval@ 
2196,India, geRmANy ,IND,DEU,2012,01-09-2012,2012-10,28,OtheR🙂,WiDoWEd,Computer Science🙂,Cognitive Psychology,masTEr, IraN ,TechNICaL,Central Arts Academy,  University ,"$11,081.00"," £17,370 ",USD 950,Loan,Yes,18,Exchange,  appROVED,17-04-2017,TPE,47,3.24, waiTliSt ,nEROlqled,6,Homesaty…,T,2,  AsYlUM seEKer~ ,Asia,EurOPe,eMAil,,IND-DOH-FRA-GER,1488,FuLLy vacCinAteD,BuPa ,"USD 18,229","€13,997",It SuPpORT,s586809/2021, late submission@
2197,italy,United Arab Emirates,  ITA  ,ARE,2010,12-01-2010,01/06/2010~,34,NoN-bInAry,Single,  Physixsc??  ,  Organic Chemistry ,MaStER,cAmeroOn@, PriVATE  ,NOrtHeRN MEdiCaL SCHOol,Private,"USD27,670.00","USD35,904.00",€433,spoNSoR,Yes,3,sTUdENt,Approved,22-05-2012,Duolingo,106,2.8,oFFer,nO-SHow,49, oN-CamPuS,No,1,Single,EuropE,ASia,Walk-in,null,ITA-HKG-DOH-UNI, 701 INR ,Fully Vaccinated, None  ,"USD 35,591","£9,130",nomen  ,S333768,neEds transcRipt Eval^
